"","Experiment","Cup","DPI","presence","temp","DTR","gametocytemia"
"495",1,10,9.5,0,25,0,0.000241379310344828
"496",1,10,9.5,0,25,0,0.000241379310344828
"497",1,10,9.5,0,25,0,0.000241379310344828
"498",1,10,9.5,0,25,0,0.000241379310344828
"499",1,10,9.5,0,25,0,0.000241379310344828
"500",1,10,9.5,0,25,0,0.000241379310344828
"501",1,10,9.5,0,25,0,0.000241379310344828
"502",1,9,11.5,0,25,0,0.000241379310344828
"503",1,9,11.5,0,25,0,0.000241379310344828
"504",1,9,11.5,0,25,0,0.000241379310344828
"505",1,9,11.5,0,25,0,0.000241379310344828
"506",1,9,11.5,0,25,0,0.000241379310344828
"507",1,9,11.5,0,25,0,0.000241379310344828
"508",1,9,11.5,0,25,0,0.000241379310344828
"509",1,9,11.5,0,25,0,0.000241379310344828
"510",1,9,11.5,0,25,0,0.000241379310344828
"511",1,9,11.5,0,25,0,0.000241379310344828
"512",1,10,11.5,0,25,0,0.000241379310344828
"513",1,10,11.5,0,25,0,0.000241379310344828
"514",1,10,11.5,0,25,0,0.000241379310344828
"515",1,10,11.5,0,25,0,0.000241379310344828
"516",1,10,11.5,0,25,0,0.000241379310344828
"517",1,10,11.5,0,25,0,0.000241379310344828
"518",1,10,11.5,0,25,0,0.000241379310344828
"519",1,10,11.5,0,25,0,0.000241379310344828
"520",1,10,11.5,0,25,0,0.000241379310344828
"521",1,10,11.5,0,25,0,0.000241379310344828
"522",1,9,12.5,1,25,0,0.000241379310344828
"523",1,9,12.5,1,25,0,0.000241379310344828
"524",1,9,12.5,1,25,0,0.000241379310344828
"525",1,9,12.5,0,25,0,0.000241379310344828
"526",1,9,12.5,0,25,0,0.000241379310344828
"527",1,9,12.5,0,25,0,0.000241379310344828
"528",1,9,12.5,0,25,0,0.000241379310344828
"529",1,9,12.5,0,25,0,0.000241379310344828
"530",1,9,12.5,0,25,0,0.000241379310344828
